,0,1,2,3,4,5,6,7,8,9,10
10341,3964,3773,4003,1852,3077,364,1171,1022,536.0,3360.0,85.0
10342,2048,1800,1663,64,3129,1852,364,1171,3763.0,2045.0,536.0
10343,416,2566,1793,1290,1852,364,1022,2045,1539.0,1532.0,3771.0
10344,3730,1330,73,2070,839,1852,364,1171,1022.0,1930.0,2472.0
10345,416,2095,4003,3129,1852,3077,1022,3763,536.0,1164.0,1532.0
10346,2657,1360,925,2963,1171,2045,536,2341,1532.0,2472.0,1122.0
10347,3132,1515,73,2827,3129,3077,364,1022,3763.0,536.0,3946.0
10348,1193,3773,1793,2725,1852,3077,364,1171,1022.0,3763.0,150.0
10349,416,3568,1793,325,3129,3077,364,1171,1022.0,3763.0,2045.0
10350,1929,3773,3214,1407,3291,3129,1852,3077,364.0,1022.0,3763.0
10351,3964,1515,1793,847,3129,1852,3077,1171,1022.0,3763.0,2045.0
10352,1000,1800,2101,3129,1852,3077,364,2045,536.0,78.0,2125.0
10353,1286,1500,3571,2403,3077,364,1171,1022,2159.0,2363.0,2472.0
10354,3433,509,73,1789,1852,3077,364,1171,1022.0,3763.0,2045.0
10355,1929,3773,1793,2027,2947,364,1171,3763,2045.0,536.0,3444.0
10356,416,3773,925,1852,3077,364,1022,2045,536.0,169.0,2154.0
10357,1574,3773,1793,2222,1233,2947,2318,364,1171.0,1022.0,3763.0
10358,3964,3773,1695,3129,1852,3077,364,1171,1022.0,3763.0,2045.0
10359,1286,1800,1663,304,3129,1171,1022,536,1583.0,1532.0,3771.0
10360,416,3977,3104,3129,1852,3077,364,1171,1022.0,3763.0,2045.0
10361,416,3977,73,1852,3077,1171,536,3175,600.0,2515.0,2472.0
10362,1574,3773,1663,2005,3751,1870,1054,1233,2620.0,40.0,2292.0
10363,1929,1330,1663,2705,676,1852,3077,1171,3763.0,2045.0,536.0
10364,3433,746,3571,1467,3129,1852,3077,364,1171.0,1022.0,3763.0
10365,416,3290,3104,1852,3077,364,1171,1022,3763.0,2045.0,536.0
10366,416,3495,3571,2403,3129,1852,364,1022,536.0,3234.0,3285.0
10367,1286,3568,1663,1237,3129,1852,3077,364,1171.0,1022.0,3763.0
10368,1574,3773,925,2803,66,3084,2963,1852,3077.0,364.0,1171.0
10369,3730,3773,73,2838,1852,3077,1171,1022,536.0,1533.0,1044.0
10370,3433,3773,3571,2280,768,3129,1852,364,1171.0,1022.0,3763.0
10371,1929,3773,3104,2380,861,3913,1852,3077,1171.0,1022.0,3763.0
10372,2589,1727,1793,1852,3077,1171,1022,3763,2045.0,536.0,1679.0
10373,3035,1461,1695,2954,3129,3077,1171,1022,2045.0,536.0,2341.0
10374,3433,3773,3214,2759,2665,1852,1171,3763,2045.0,536.0,3518.0
10375,3730,3773,3571,806,3129,1852,364,1022,3763.0,536.0,3799.0
10376,1574,3773,2101,66,350,655,3129,1852,3077.0,3763.0,128.0
10377,1574,3773,1663,1718,3084,676,3129,3077,1022.0,2045.0,536.0
10378,2048,1450,1695,3516,3129,3077,364,1171,3763.0,536.0,3518.0
10379,3964,1515,3214,2621,3129,1852,3077,364,1022.0,3821.0,2492.0
10380,1929,1330,73,489,287,2070,878,1852,3077.0,364.0,1171.0
10381,1929,3773,2101,3221,1562,984,3129,1852,364.0,1171.0,1022.0
10382,3035,1848,1695,2954,3129,3077,364,1171,2045.0,536.0,137.0
10383,1574,3773,1663,22,1233,676,2581,3129,1852.0,3077.0,1171.0
10384,3964,3533,1793,1670,3129,3077,1171,1022,3763.0,2045.0,536.0
10385,3433,746,3214,2633,3129,1852,364,2045,536.0,1583.0,270.0
10386,1929,3773,3104,1407,3161,1852,3077,364,3763.0,2045.0,3192.0
10387,1929,3773,3214,2504,3657,3291,3129,1852,1171.0,1022.0,3763.0
10388,3433,3796,3104,708,3129,1852,3077,364,1171.0,3763.0,2045.0
10389,1286,3971,1793,3833,1852,3077,364,1171,1022.0,3763.0,2045.0
10390,1574,3773,73,66,2271,1789,3129,3077,364.0,1171.0,3763.0
10391,1193,1515,1793,2947,3129,3077,364,1171,1022.0,2045.0,536.0
10392,416,3773,3214,1852,3077,364,1171,1022,536.0,2565.0,3806.0
10393,1929,3773,73,1002,2100,1789,3129,1852,3077.0,364.0,1171.0
10394,2657,3773,1793,1290,3129,364,2045,536,1524.0,2701.0,353.0
10395,1929,3773,4003,3111,1508,3207,3129,1852,3077.0,1171.0,1022.0
10396,3433,3773,1793,847,1852,3077,364,1171,1022.0,3763.0,536.0
10397,3132,2527,3214,1922,3077,1171,1022,536,2459.0,1532.0,3771.0
10398,3730,1033,3104,1245,3129,364,1171,3763,2045.0,536.0,2520.0
10399,1574,3773,73,1324,2670,1789,3129,1852,3077.0,364.0,1171.0
10400,1929,3773,925,1531,2963,3129,1852,3077,364.0,1171.0,1022.0
10401,2048,2437,1793,847,3129,1852,3077,364,1171.0,1022.0,3763.0
10402,3132,1727,1663,3129,3077,1171,3763,536,205.0,1304.0,2472.0
10403,954,1727,1663,1877,3129,3077,364,1171,3763.0,2045.0,1764.0
10404,1574,3773,1793,2934,1088,2465,1618,1233,2282.0,2947.0,2211.0
10405,1929,3773,1695,18,970,3129,1852,3077,1022.0,3763.0,2045.0
10406,416,3495,3104,1852,364,1171,1022,3763,2682.0,1532.0,3771.0
10407,1286,976,73,1774,3129,1852,364,1171,1022.0,3763.0,536.0
10408,1929,3773,925,2,3689,2963,1852,3077,1171.0,1022.0,3763.0
10409,3433,746,1793,2947,3129,1852,3077,364,1171.0,1022.0,3763.0
10410,2048,1227,277,3129,3077,364,1171,536,2757.0,3496.0,3521.0
10411,1574,3773,1793,2222,2980,2947,2318,3129,1852.0,3077.0,364.0
10412,1193,3971,1793,1290,3077,1171,1022,2045,536.0,1867.0,91.0
10413,3433,509,3571,1720,3129,1852,3077,364,1171.0,3763.0,536.0
10414,1574,3773,1793,2784,2478,2947,2318,1852,3077.0,364.0,1171.0
10415,3272,1500,3214,3129,1852,3763,2045,1507,1218.0,1532.0,2472.0
10416,3272,1500,3571,1989,3129,3077,3763,1044,2660.0,2472.0,673.0
10417,416,746,925,3129,3077,364,3763,536,2520.0,2472.0,1122.0
10418,1929,3773,3104,2,835,1245,3077,1171,3763.0,536.0,3567.0
10419,3964,1515,1793,3833,3129,1852,3077,364,1171.0,1022.0,3763.0
10420,1574,3773,3571,3313,1133,1870,1233,208,52.0,3367.0,2534.0
10421,3433,509,73,1789,3129,1852,3077,1171,1022.0,3763.0,536.0
10422,2657,3773,1793,1290,3129,1852,3077,364,1171.0,1022.0,3763.0
10423,1574,3773,1012,2672,2670,1438,3077,1171,3763.0,2045.0,536.0
10424,2589,1790,73,1852,3077,364,1171,1022,3763.0,2045.0,536.0
10425,1193,333,2101,1852,3077,364,1171,1022,3763.0,536.0,881.0
10426,3730,3773,3214,2280,3291,3129,1852,3077,1171.0,1022.0,3763.0
10427,3272,1500,1793,2574,3077,1171,1022,2045,536.0,459.0,1044.0
10428,1574,3773,3571,2672,2980,2534,3129,1852,1171.0,2045.0,536.0
10429,416,3624,1695,2954,1852,364,1171,794,1532.0,3771.0,1348.0
10430,3730,1330,73,1789,1852,3077,1171,1022,3763.0,2045.0,536.0
10431,3035,2566,925,1852,3077,1171,1022,687,949.0,1532.0,2472.0
10432,3964,2095,3214,2621,3129,364,2045,1925,2337.0,2104.0,2472.0
10433,1929,1330,4003,1030,833,3093,1852,3077,364.0,1171.0,1022.0
10434,2048,1800,4003,3129,1852,3077,364,1171,3763.0,2045.0,3749.0
10435,1286,1360,3214,3129,1852,3077,364,1171,3763.0,2045.0,536.0
10436,3730,3773,73,1789,3129,1852,364,3763,1164.0,1532.0,3771.0
10437,3730,1033,73,1789,3129,364,1171,1022,3763.0,536.0,2235.0
10438,2048,746,1793,3129,1852,3077,364,1171,1022.0,3763.0,2045.0
10439,1929,3773,1793,3083,2947,1852,3077,364,1022.0,3763.0,2045.0
10440,3035,1727,1663,1852,3077,1171,3763,2045,536.0,1119.0,2701.0
10441,2048,333,1695,3129,1852,3077,364,1022,2045.0,536.0,301.0
10442,1574,3773,3214,2890,567,3165,2131,1233,2417.0,2767.0,2547.0
10443,416,1500,1695,1182,1852,3077,364,1171,1022.0,3763.0,2045.0
10444,3272,746,3571,1989,3077,364,1022,2045,536.0,1164.0,2660.0
10445,3964,3773,1663,1614,3129,1852,3077,364,536.0,2459.0,1532.0
10446,416,372,925,3925,3129,1852,3077,364,1171.0,1022.0,2045.0
10447,1929,1330,1793,111,2947,3129,1852,3077,364.0,1022.0,3763.0
10448,1574,3773,4003,770,3955,3084,3207,3129,3077.0,364.0,1171.0
10449,1286,1727,3214,955,3129,1852,3077,1171,3763.0,2045.0,536.0
10450,1193,3495,1663,304,3129,1852,3077,364,1171.0,1022.0,3763.0
10451,416,2566,1663,2206,3129,1852,364,1171,3763.0,536.0,2606.0
10452,3730,509,1663,621,3129,1852,3077,1022,3763.0,2045.0,4000.0
10453,1574,3773,1793,66,3084,713,2947,3129,1852.0,3077.0,1171.0
10454,1574,3773,1695,66,2670,420,3129,3077,1171.0,1022.0,536.0
10455,1193,3290,73,1789,3129,1852,3077,3763,2624.0,2604.0,3771.0
10456,3132,1500,3214,1873,3077,364,1171,1022,3763.0,536.0,301.0
10457,3433,3773,277,3129,1852,364,1022,3763,2045.0,536.0,3027.0
10458,1574,3773,1663,1324,232,676,1783,364,1171.0,1022.0,3763.0
10459,3272,1790,1695,3129,1852,3077,3763,2045,536.0,1164.0,771.0
10460,3433,3796,2101,3494,3077,1022,536,3457,3655.0,2445.0,3771.0
10461,3730,3773,1793,847,3077,364,1171,1022,3763.0,536.0,1596.0
10462,2657,3424,1793,1670,3129,1852,3077,1171,1022.0,3763.0,2045.0
10463,1929,3773,1663,3221,254,819,1852,364,1171.0,3763.0,1685.0
10464,416,333,73,3077,364,1171,1022,2045,536.0,1896.0,69.0
10465,3730,509,3571,2534,3129,1852,3077,1022,3763.0,2045.0,536.0
10466,2589,3937,3104,3129,3077,364,1022,3763,2045.0,536.0,69.0
10467,3730,1033,73,1481,3129,364,1171,1022,3763.0,2045.0,536.0
10468,3730,3773,1793,1407,2574,1852,3077,364,1171.0,85.0,1951.0
10469,1929,3773,1793,3191,412,2947,3129,1852,3077.0,364.0,1171.0
10470,3964,3773,1663,3129,1852,3077,364,1171,3763.0,536.0,510.0
10471,1929,3773,2101,1233,3494,1852,364,1171,1022.0,3763.0,536.0
10472,1193,1227,3214,983,3129,1852,3077,1022,3763.0,2045.0,966.0
10473,2657,1227,3214,2665,1852,3077,364,1022,3763.0,3942.0,3619.0
10474,2657,1500,1663,356,1852,3077,1022,3763,2045.0,1930.0,2472.0
10475,3730,3773,925,1642,842,1852,3077,364,1171.0,1022.0,3763.0
10476,1929,3773,1695,3743,2954,3077,1022,3763,2045.0,536.0,2086.0
10477,2657,3773,73,2772,364,1171,3763,2045,536.0,3457.0,3042.0
10478,1193,3233,925,2963,3129,1852,1022,3763,536.0,3457.0,1532.0
10479,2048,3971,3104,3129,1852,3077,364,1171,1022.0,2045.0,536.0
10480,1286,3937,1663,3129,1852,3077,364,1171,2045.0,1202.0,2912.0
10481,3964,2974,3104,3007,1852,364,1171,1022,3763.0,2045.0,536.0
10482,416,3937,925,2963,1852,3077,364,1171,1022.0,2045.0,536.0
10483,3964,3796,73,1789,1852,3077,364,1022,3763.0,2045.0,536.0
10484,3964,1515,3571,1852,3077,1171,1022,3763,2045.0,536.0,3027.0
10485,1929,3773,3214,2512,1907,2621,1852,3077,1171.0,3763.0,2045.0
10486,3964,2095,1695,2954,3129,1852,3077,1171,3763.0,2045.0,536.0
10487,1000,976,1663,1852,3077,364,1171,2045,536.0,2337.0,1493.0
10488,2589,333,73,500,3129,1852,3077,364,1171.0,1022.0,3763.0
10489,3964,1727,3214,241,1852,3077,364,3763,2045.0,169.0,3087.0
10490,1574,3773,3214,1739,2939,3291,1852,3077,1022.0,536.0,571.0
10491,1574,3773,73,2672,2271,1789,3129,1852,3077.0,364.0,1171.0
10492,3964,2974,1663,1494,1852,3077,1171,1022,3763.0,2045.0,536.0
10493,1193,3773,925,1852,3077,364,1171,1022,3763.0,1336.0,3771.0
10494,2589,224,1793,3077,1171,2045,536,1927,3513.0,1532.0,3771.0
10495,1929,1330,73,489,287,2070,1789,3129,1852.0,3077.0,364.0
10496,2589,333,73,2066,3129,364,1171,1022,2045.0,536.0,3821.0
10497,2589,224,73,1852,3077,364,1171,1022,3763.0,78.0,3154.0
10498,1929,3773,925,2446,1903,2963,3129,3077,364.0,1171.0,536.0
10499,1574,3773,73,1739,2478,1789,3129,1852,3077.0,364.0,1171.0
10500,1929,3773,73,1987,1233,2838,3129,1852,3077.0,1171.0,1022.0
10501,1193,333,3214,2990,3129,1852,3077,364,2045.0,536.0,687.0
10502,1929,3773,3214,885,412,3291,3129,1852,364.0,1171.0,1022.0
10503,3272,1500,1695,569,3129,1852,3077,1171,1022.0,2045.0,536.0
10504,3730,509,3214,3966,3291,3129,1852,3077,364.0,1171.0,1022.0
10505,1574,3773,1793,1324,2271,2947,1852,3077,1171.0,1022.0,3763.0
10506,3272,2566,73,1852,3077,364,1171,3763,2045.0,536.0,794.0
10507,1574,3773,3214,3968,1462,1233,2547,3291,3129.0,1852.0,364.0
10508,416,2095,3214,2621,3077,364,1171,3763,536.0,230.0,3979.0
10509,2048,1886,1695,644,3129,3077,1171,1022,2045.0,536.0,3821.0
10510,1000,1727,1793,364,1022,3763,2045,536,1507.0,959.0,1532.0
10511,1929,3773,4003,1030,1642,17,3129,1852,364.0,1171.0,1022.0
10512,3730,3773,1793,2947,3129,1852,3077,1022,2045.0,536.0,2119.0
10513,416,1727,1663,3141,3129,1852,3077,364,1022.0,3763.0,536.0
10514,3964,1727,3104,907,1852,1022,2045,536,1164.0,825.0,2472.0
10515,1193,1249,1663,3129,1852,3077,364,1171,3763.0,2045.0,536.0
10516,3433,746,1793,2947,1852,3077,1171,3763,2045.0,536.0,114.0
10517,2048,1800,1793,1760,3129,1852,3077,364,536.0,785.0,2468.0
10518,3964,509,3214,2633,3129,3077,364,1171,2045.0,536.0,2520.0
10519,3433,746,3571,3129,1852,1022,2045,536,3447.0,1532.0,2472.0
10520,416,376,1663,1494,3129,1852,364,1171,1022.0,3763.0,2045.0
10521,2589,976,3214,434,3129,1852,3077,364,1171.0,3859.0,854.0
10522,1574,3773,3214,728,2939,587,3291,1852,3077.0,3763.0,2045.0
10523,416,3937,1695,3129,1852,1171,3763,2045,536.0,3567.0,3099.0
10524,3730,3773,3571,585,768,3129,1852,3077,2045.0,536.0,271.0
10525,1929,3773,1663,3807,1407,676,3129,1852,364.0,1171.0,1022.0
10526,1929,3773,1793,3415,3932,2947,444,1852,364.0,1022.0,2045.0
10527,2048,333,3571,3077,364,1171,1022,536,1799.0,2470.0,3771.0
10528,3132,224,73,3129,1852,3077,1171,1022,3763.0,536.0,250.0
10529,1929,3773,73,2650,153,1233,878,1721,3129.0,364.0,3763.0
10530,1574,3773,1663,1979,66,3084,676,3129,1852.0,3077.0,364.0
10531,2589,3290,925,3129,1852,3077,364,1171,1022.0,2045.0,536.0
10532,3035,376,1663,981,3129,1852,3077,364,1171.0,1022.0,3763.0
10533,1574,3773,1793,1462,2521,691,1224,1233,3453.0,2947.0,3969.0
10534,3433,746,1663,773,1852,3077,364,1171,3763.0,2045.0,536.0
10535,1286,1450,925,1852,2045,271,1079,3106,3771.0,231.0,1696.0
10536,1286,3937,1793,3129,1852,3077,364,1171,1022.0,3763.0,536.0
10537,3964,1515,1663,2872,1852,3077,364,1171,1022.0,536.0,1507.0
10538,3964,3796,1695,420,1852,3077,1171,1022,3763.0,2045.0,2638.0
10539,3730,3773,1793,3151,1852,3077,1171,1022,2045.0,536.0,639.0
10540,3433,3773,1663,819,1852,3077,1171,1022,536.0,3582.0,1427.0
10541,1286,3971,1793,3151,3077,364,1022,3763,2045.0,536.0,150.0
10542,3730,3773,3571,768,3077,1022,3763,2045,536.0,2565.0,1532.0
10543,3272,224,73,2066,3129,3077,1171,1022,536.0,205.0,1532.0
10544,416,1848,925,3925,3129,1852,3077,364,1171.0,3763.0,536.0
10545,2657,1500,3214,692,3129,1852,3763,2045,536.0,1930.0,3771.0
10546,3272,1500,1663,1852,1171,1022,536,3457,2274.0,1532.0,3771.0
10547,3964,2974,73,1789,3129,1852,3077,364,1171.0,1022.0,2045.0
10548,1929,1330,73,185,653,1789,1852,3077,364.0,1171.0,1022.0
10549,3433,3773,2101,1852,3077,364,3763,536,1563.0,1532.0,3771.0
10550,3035,3379,1695,3344,3129,1852,1022,3763,536.0,137.0,1813.0
10551,1574,3773,1793,2803,66,2271,2947,3129,3077.0,1171.0,1022.0
10552,2048,1800,3571,1620,3129,1852,3077,1171,2045.0,536.0,3539.0
10553,1574,3773,1663,66,1233,676,439,1852,364.0,1171.0,3763.0
10554,1929,3773,925,125,2747,1818,3129,1852,3077.0,364.0,1171.0
10555,3964,3773,925,2963,3129,1852,364,1022,3763.0,2045.0,1395.0
10556,1574,3773,73,2685,1938,3665,3003,1233,3944.0,1789.0,1155.0
10557,3035,3568,3214,651,1852,3077,364,1171,3763.0,2119.0,1009.0
10558,3433,3773,1663,3998,1852,1171,1022,2682,1532.0,2472.0,3794.0
10559,3272,376,73,839,3129,3077,364,1171,1022.0,3763.0,2045.0
10560,3730,3773,1663,676,3129,1852,3077,1171,3763.0,536.0,1295.0
10561,1286,1515,1793,448,3129,3077,364,1171,1022.0,3763.0,536.0
10562,3433,3796,925,2963,3129,1852,3077,364,1171.0,1022.0,2045.0
10563,1929,1330,1663,1397,676,1852,364,1171,1022.0,2045.0,536.0
10564,1193,224,1695,1852,3077,364,1171,1022,3763.0,2045.0,536.0
10565,3964,3533,1663,2872,3129,1852,3077,364,3763.0,536.0,211.0
10566,3730,509,3571,737,3129,1852,3077,1171,3763.0,536.0,785.0
10567,416,3997,73,1852,3077,1171,2045,571,1532.0,3771.0,1348.0
10568,1271,2437,3214,3575,3129,364,1022,536,3558.0,1532.0,2472.0
10569,3964,3773,1793,847,1852,3077,1171,1022,3763.0,2045.0,536.0
10570,1286,2566,3104,3129,1852,3077,1022,3763,2045.0,3764.0,3821.0
10571,3433,509,73,662,1852,3077,364,1171,1022.0,3763.0,230.0
10572,1574,3773,3571,22,1233,2534,3129,3077,1171.0,1022.0,3763.0
10573,1193,2437,925,3129,1852,3077,364,1171,2045.0,536.0,69.0
10574,3272,2527,1695,3077,364,1171,1022,3763,536.0,2628.0,760.0
10575,2048,1500,1663,3077,364,1171,1022,1336,3771.0,234.0,630.0
10576,2657,3977,3214,2665,1852,3077,364,1171,1022.0,3763.0,2879.0
10577,2657,3379,925,3129,1852,364,1171,1022,2045.0,536.0,2682.0
10578,3964,333,1793,847,364,1022,3763,536,2441.0,760.0,1532.0
10579,3964,3773,3214,2621,3129,364,1171,3763,2045.0,3465.0,3771.0
10580,1929,3773,1663,263,2194,819,1852,3077,1171.0,1022.0,3457.0
10581,1193,2527,4003,1485,3129,3077,364,1171,3763.0,2045.0,536.0
10582,416,1360,3214,692,3129,1852,3077,364,2045.0,3942.0,631.0
10583,2657,1500,73,2964,3129,1852,3077,364,1022.0,3763.0,536.0
10584,3433,746,73,1789,3129,1852,3077,364,1171.0,3763.0,536.0
10585,2048,2437,3104,1852,3077,1171,1022,3763,2045.0,536.0,1539.0
10586,1574,3773,1793,2934,1088,2465,1618,1233,2282.0,2947.0,2211.0
10587,2589,224,3214,2920,1852,3077,364,3763,2045.0,536.0,2520.0
10588,2657,327,3571,1467,3129,1852,3077,364,1171.0,536.0,1524.0
10589,2589,224,1793,2947,3129,1852,3077,364,1022.0,2045.0,536.0
10590,2657,1790,925,3129,1852,3077,364,1022,3763.0,536.0,3457.0
10591,3035,1360,277,3129,1852,1171,1022,3763,2045.0,536.0,3444.0
10592,2048,1461,3571,3002,3129,3077,1022,2045,1799.0,1532.0,3771.0
10593,2589,2974,2101,3129,1852,3077,364,1171,1022.0,3763.0,536.0
10594,2589,1727,925,3278,1852,3077,364,1171,1022.0,536.0,2565.0
10595,493,3937,1695,1852,3077,1171,1022,3763,536.0,3377.0,1539.0
10596,3433,746,1663,819,3129,1852,3077,1171,2045.0,536.0,69.0
10597,1929,3773,3214,1233,3291,3129,3077,1171,2045.0,536.0,549.0
10598,1929,1330,73,1745,1861,2838,3129,1852,3077.0,364.0,1171.0
10599,1929,1330,73,489,287,654,878,3129,1852.0,3077.0,364.0
10600,3964,1727,1663,1092,3129,1852,364,1022,3763.0,1648.0,2369.0
10601,3035,1515,1663,1625,1852,364,1171,1022,2045.0,536.0,2840.0
10602,1193,1886,73,878,1852,3077,364,1171,1022.0,3763.0,2045.0
10603,416,3495,1793,3129,3077,364,1022,2045,536.0,1850.0,3615.0
10604,3433,3796,73,2529,3129,1852,3077,364,1171.0,1022.0,2045.0
10605,1286,2325,73,2964,364,1022,2045,3518,3158.0,2445.0,2472.0
10606,3964,2974,1663,2981,3129,1852,3077,364,1171.0,1022.0,3763.0
10607,1929,3773,3571,723,1292,737,3129,1852,3077.0,1171.0,3518.0
10608,3433,3796,3104,1245,1852,3077,364,1171,1022.0,2045.0,1930.0
10609,1000,3971,1793,3129,1852,3077,1171,3763,2045.0,536.0,3091.0
10610,3433,509,1663,65,1852,3077,364,1022,2045.0,3942.0,2311.0
10611,3730,3773,3571,1407,1852,3077,364,1171,536.0,3706.0,2472.0
10612,1929,3773,925,2963,3129,3077,2045,536,128.0,2472.0,1122.0
10613,416,3971,3214,241,1852,3077,1022,3763,2045.0,536.0,3582.0
10614,1929,3773,73,485,572,1789,3129,1852,3077.0,364.0,1171.0
10615,3964,3773,3214,692,1852,3077,1171,3763,2045.0,536.0,78.0
10616,3730,509,3104,3913,3129,1852,3077,364,1171.0,3763.0,2195.0
10617,3433,3773,3214,3261,1852,3077,364,1171,1022.0,3763.0,2045.0
10618,3730,1330,925,2963,3129,1852,3077,1022,3763.0,2045.0,536.0
10619,1574,3773,3214,1718,2478,3291,1852,3077,3763.0,3443.0,683.0
10620,1286,1500,73,2772,1852,3077,364,1171,1022.0,3763.0,536.0
10621,2657,509,73,1789,1852,3077,364,1022,3763.0,2336.0,2297.0
10622,1929,3773,1793,1907,2947,3129,1852,3077,1171.0,3763.0,2045.0
10623,1193,3568,73,1099,3129,1852,3077,1022,3763.0,536.0,646.0
10624,1574,3773,73,2685,1938,3665,3003,1233,3944.0,1789.0,1155.0
10625,3964,3533,1793,2947,1852,1171,536,150,2982.0,2609.0,2472.0
10626,3433,1303,925,1818,3129,1852,3077,364,3763.0,2045.0,85.0
10627,3964,2095,1663,1614,1852,3077,364,1171,3175.0,408.0,2472.0
10628,3964,2974,3214,3129,1852,3077,3763,2045,536.0,3460.0,2157.0
10629,1574,3773,3104,3102,770,3955,2271,1581,348.0,3913.0,1962.0
10630,1929,3773,3571,1397,620,8,3129,1852,3077.0,364.0,1171.0
10631,1000,3977,1695,3129,1852,3077,1022,3763,2045.0,536.0,137.0
10632,3730,509,3214,3291,3077,1171,3763,2045,536.0,2474.0,1702.0
10633,3964,2974,73,500,3129,1852,3077,364,1171.0,1022.0,3763.0
10634,1193,376,1663,2525,1852,3077,1022,3763,2045.0,536.0,1985.0
10635,3730,3773,3214,2665,3129,3077,364,1022,536.0,2159.0,3196.0
10636,1000,3971,1663,3589,3129,1852,3077,364,1171.0,1022.0,3763.0
10637,416,372,1793,1894,3129,3077,364,1171,1022.0,3763.0,536.0
10638,1286,2527,1695,3077,3763,2045,536,2840,1532.0,3771.0,3293.0
10639,2657,1790,1695,3129,1852,3077,536,4000,2859.0,2472.0,1348.0
10640,3730,3773,1793,1269,1670,3077,1171,2825,1532.0,3771.0,1348.0
10641,2657,3977,925,1875,3129,1852,3077,364,3763.0,536.0,887.0
10642,3433,3773,925,3728,3129,3077,364,1171,3763.0,2474.0,2523.0
10643,3730,3773,73,3608,1789,1852,3077,3763,2045.0,536.0,114.0
10644,3433,746,3214,241,3129,1852,3077,364,1171.0,1022.0,3763.0
10645,1574,3773,1793,1739,3084,2947,3129,3077,364.0,1171.0,1022.0
10646,1574,3773,1793,2803,66,350,2947,1852,3077.0,1171.0,1022.0
10647,3433,509,1793,2947,3129,1852,3077,1171,3763.0,536.0,1596.0
10648,1574,3773,3214,1754,3844,2818,3291,1852,364.0,1171.0,3763.0
10649,1574,3773,3214,1739,2815,3100,3291,3129,1852.0,3077.0,364.0
10650,416,1450,73,878,1852,3077,364,3763,2045.0,536.0,2341.0
10651,2657,1360,4003,3129,1852,364,1171,1022,3763.0,2235.0,2000.0
10652,1929,3773,3104,2661,1292,3161,3077,1171,3763.0,536.0,3457.0
10653,1929,3773,3214,1233,3291,3129,1852,1171,1022.0,3763.0,536.0
10654,3730,3773,3214,2273,3675,1852,3077,364,1171.0,1022.0,3763.0
10655,416,1848,1663,582,3129,1852,3077,1171,1022.0,3763.0,536.0
10656,1193,3568,1663,676,1852,3077,1022,3763,536.0,3027.0,1532.0
10657,2048,1970,1793,1894,1852,3077,364,1022,2045.0,1968.0,3771.0
10658,416,3233,925,842,3129,1852,3077,364,1171.0,1022.0,3763.0
10659,1574,3773,3214,1728,2670,3291,3129,3077,364.0,1171.0,1022.0
10660,1000,1727,1793,3129,1852,3077,1171,1022,3763.0,2045.0,256.0
10661,1929,1330,1012,1438,3129,1852,3077,364,1171.0,3763.0,2045.0
10662,1286,2527,1793,3628,3129,1852,3077,364,1171.0,1022.0,2045.0
10663,2589,2974,925,1852,3077,1171,3763,2045,536.0,1164.0,1532.0
10664,1574,3773,1793,1324,470,2947,3077,364,1022.0,3763.0,2045.0
10665,3730,3773,2101,3129,1852,3077,364,1171,2045.0,536.0,816.0
10666,1286,976,1663,1399,1852,2045,1930,1020,1703.0,3771.0,1122.0
10667,1193,3495,1793,1171,3763,536,3175,2149,1532.0,3771.0,3794.0
10668,3730,3773,3571,1534,3129,1852,3077,364,1171.0,1022.0,2045.0
10669,1574,3773,3571,2784,980,2534,3129,1852,1171.0,1022.0,3763.0
10670,1574,3773,73,1785,3179,232,1789,1852,3077.0,1171.0,1022.0
10671,1193,3290,73,878,3129,3077,1171,1022,2045.0,536.0,3779.0
10672,1574,3773,1695,1728,232,420,3129,364,1171.0,1022.0,3763.0
10673,1193,1733,3214,3930,1852,1171,3763,1563,180.0,3980.0,2472.0
10674,1929,3773,1695,2814,420,3129,1852,3077,364.0,3763.0,536.0
10675,1929,3773,4003,749,1642,3093,3129,1852,364.0,1171.0,2045.0
10676,3730,1033,1793,2947,3129,1852,364,1171,1022.0,2045.0,536.0
10677,2048,2118,1695,569,3129,1852,3077,364,1171.0,1022.0,3763.0
10678,2657,327,3214,692,3129,364,1171,1022,3763.0,2045.0,536.0
10679,3730,509,4003,3207,1852,3077,364,1171,3763.0,536.0,78.0
10680,1574,3773,3214,3313,2986,1870,742,1233,3762.0,3291.0,88.0
10681,1286,1727,73,1852,364,1171,1022,3763,2045.0,271.0,2515.0
10682,2657,3773,1663,4002,2693,3129,1852,3077,364.0,1171.0,1022.0
10683,3964,2974,1663,3890,1852,3077,364,1171,3763.0,2045.0,536.0
10684,1193,3568,73,878,3129,1852,364,1171,1022.0,2045.0,536.0
10685,1000,976,3571,1852,3077,1022,3763,536,78.0,2660.0,3771.0
10686,1286,1515,3214,1852,3077,2045,536,2235,404.0,2472.0,1348.0
10687,1193,769,3214,198,1852,3077,364,1171,3763.0,2045.0,536.0
10688,3964,3773,3571,1720,1852,3763,2045,1119,1532.0,2472.0,1348.0
10689,1000,1790,3214,3129,3077,1022,2045,536,3749.0,902.0,1532.0
10690,3730,509,73,1789,3129,1852,3077,536,69.0,368.0,1532.0
10691,3433,509,73,1559,1789,1171,1022,3763,2045.0,536.0,1850.0
